Frequency (Hz)	Level (dB)
13393.652344	-91.248825
13436.718750	-89.969528
13479.785156	-89.878365
13522.851562	-90.217125
13565.917969	-89.753059
13608.984375	-90.921936
13652.050781	-91.104279
13695.117188	-89.255775
13738.183594	-89.231979
13781.250000	-90.559891
13824.316406	-91.548805
13867.382812	-92.000191
13910.449219	-89.298157
13953.515625	-88.770706
13996.582031	-91.964058
14039.648438	-92.024155
14082.714844	-91.249336
14125.781250	-92.317780
14168.847656	-92.748573
14211.914062	-91.379707
14254.980469	-91.917290
14298.046875	-95.001945
14341.113281	-95.071938
14384.179688	-93.456360
14427.246094	-93.557915
14470.312500	-95.430717
14513.378906	-95.485970
14556.445312	-93.739685
14599.511719	-95.388268
14642.578125	-96.805977
14685.644531	-95.371994
14728.710938	-95.714714
14771.777344	-96.110825
14814.843750	-97.132439
14857.910156	-95.817673
14900.976562	-97.215302
14944.042969	-99.326042
14987.109375	-95.880058
15030.175781	-95.522484
15073.242188	-98.738243
15116.308594	-97.741745
15159.375000	-95.057266
15202.441406	-96.471161
15245.507812	-99.389885
15288.574219	-98.371674
15331.640625	-96.560432
15374.707031	-98.499557
15417.773438	-100.172333
15460.839844	-99.588684
15503.906250	-99.932823
15546.972656	-99.152946
15590.039062	-98.395927
15633.105469	-97.870224
15676.171875	-99.060112
15719.238281	-101.252869
15762.304688	-99.984749
15805.371094	-98.855385
15848.437500	-100.512299
15891.503906	-101.124161
15934.570312	-99.137901
15977.636719	-98.872414
16020.703125	-100.593147
16063.769531	-100.998924
16106.835938	-101.041138
16149.902344	-101.314552
16192.968750	-100.866447
16236.035156	-99.560204
16279.101562	-99.329666
16322.167969	-101.362000
16365.234375	-102.525002
16408.300781	-100.419182
16451.367188	-100.154892
16494.433594	-101.471794
16537.500000	-101.616943
16580.566406	-100.573380
16623.632812	-101.042679
16666.699219	-101.960274
16709.765625	-101.737282
16752.832031	-101.289879
16795.898438	-101.753914
16838.964844	-101.759575
16882.031250	-100.763908
16925.097656	-101.167740
16968.164062	-102.682281
17011.230469	-102.529427
17054.296875	-102.444138
17097.363281	-102.684158
17140.429688	-102.689354
17183.496094	-102.606628
17226.562500	-102.320091
17269.628906	-102.636383
17312.695312	-102.815926
17355.761719	-102.215271
17398.828125	-101.629211
17441.894531	-102.786720
17484.960938	-102.726517
